1000 500.5000
1500 750.5000
2000 1000.5000
2500 1250.5000
3000 1500.5000
3500 1750.5000
4000 2000.5000
4500 2250.5000
5000 2500.5000
5500 2750.5000
6000 3000.5000
6500 3250.5000
7000 3500.5000
7500 3750.5000
8000 4000.5000
8500 4250.5000
9000 4500.5000
9500 4750.5000
10000 5000.5000
10500 5250.5000
11000 5500.5000
11500 5750.5000
12000 6000.5000
12500 6250.5000
13000 6500.5000
13500 6750.5000
14000 7000.5000
14500 7250.5000
15000 7500.5000
15500 7750.5000
16000 8000.5000
16500 8250.5000
17000 8500.5000
17500 8750.5000
18000 9000.5000
18500 9250.5000
19000 9500.5000
19500 9750.5000
20000 10000.5000
20500 10250.5000
21000 10500.5000
21500 10750.5000
22000 11000.5000
22500 11250.5000
23000 11500.5000
23500 11750.5000
24000 12000.5000
24500 12250.5000
25000 12500.5000
25500 12750.5000
26000 13000.5000
26500 13250.5000
27000 13500.5000
27500 13750.5000
28000 14000.5000
28500 14250.5000
29000 14500.5000
29500 14750.5000
30000 15000.5000
30500 15250.5000
31000 15500.5000
31500 15750.5000
32000 16000.5000
32500 16250.5000
33000 16500.5000
33500 16750.5000
34000 17000.5000
34500 17250.5000
35000 17500.5000
35500 17750.5000
36000 18000.5000
36500 18250.5000
37000 18500.5000
37500 18750.5000
38000 19000.5000
38500 19250.5000
39000 19500.5000
39500 19750.5000
40000 20000.5000
40500 20250.5000
41000 20500.5000
41500 20750.5000
42000 21000.5000
42500 21250.5000
43000 21500.5000
43500 21750.5000
44000 22000.5000
44500 22250.5000
45000 22500.5000
45500 22750.5000
46000 23000.5000
46500 23250.5000
47000 23500.5000
47500 23750.5000
48000 24000.5000
48500 24250.5000
49000 24500.5000
49500 24750.5000
50000 25000.5000
