1000 993
1500 1456
2000 1861
2500 2499
3000 2970
3500 3487
4000 3974
4500 4456
5000 4708
5500 5484
6000 5951
6500 6485
7000 6966
7500 7467
8000 7995
8500 8445
9000 8998
9500 9322
10000 9980
10500 10491
11000 10989
11500 11434
12000 11940
12500 12466
13000 12971
13500 13399
14000 13933
14500 14389
15000 14918
15500 15472
16000 15991
16500 16229
17000 16996
17500 17472
18000 17668
18500 18464
19000 18982
19500 19454
20000 19833
20500 20456
21000 20973
21500 21481
22000 21947
22500 22476
23000 22926
23500 23445
24000 23971
24500 24375
25000 24921
25500 25465
26000 25830
26500 26453
27000 26913
27500 27477
28000 27994
28500 28434
29000 28726
29500 29441
30000 29824
30500 30448
31000 30929
31500 31278
32000 31941
32500 32485
33000 32834
33500 33257
34000 33972
34500 34485
35000 34888
35500 35485
36000 35811
36500 36404
37000 36878
37500 37251
38000 37949
38500 38454
39000 38903
39500 39248
40000 39889
40500 40424
41000 40869
41500 41437
42000 41898
42500 42456
43000 42988
43500 43466
44000 43998
44500 44373
45000 44961
45500 45356
46000 45773
46500 46448
47000 46944
47500 47134
48000 47988
48500 48485
49000 48973
49500 49434
50000 49832
