1000 255.9640
1500 544.4340
2000 461.0060
2500 1052.7444
3000 1291.1520
3500 1642.1554
4000 869.8642
4500 2088.3876
5000 1591.4444
5500 2442.2645
6000 1240.5420
6500 3155.0998
7000 3329.6247
7500 3305.7777
8000 5283.5427
8500 4087.4828
9000 2291.1190
9500 5135.7081
10000 4224.1864
10500 4178.6876
11000 5333.2626
11500 5332.7073
12000 4079.9340
12500 2692.7653
13000 4299.6315
13500 3959.1729
14000 5973.5061
14500 7090.3465
15000 8560.3020
15500 3199.1957
16000 7911.3211
16500 6529.4052
17000 7780.5084
17500 7321.7171
18000 3039.2814
18500 3634.2704
19000 7147.3603
19500 4355.7644
20000 9031.7214
20500 7923.4246
21000 7741.5814
21500 9534.5646
22000 12969.5648
22500 12892.1933
23000 6908.1302
23500 13457.0708
24000 8584.6325
24500 9255.5864
25000 10944.2866
25500 6467.5030
26000 7028.2843
26500 12127.8385
27000 14543.0186
27500 6250.1278
28000 10774.7604
28500 14318.0335
29000 13270.9066
29500 14280.7161
30000 10867.7248
30500 6805.0847
31000 6339.1212
31500 15963.5391
32000 14546.1175
32500 19169.4886
33000 11191.7832
33500 19023.5986
34000 17910.3164
34500 16381.8954
35000 15787.7501
35500 11586.2452
36000 11192.8602
36500 4736.9841
37000 21654.9856
37500 7987.8576
38000 18221.9362
38500 14170.1055
39000 11329.7381
39500 5557.2835
40000 15341.4872
40500 18809.7371
41000 13329.7861
41500 11719.7046
42000 17331.3914
42500 16259.4063
43000 16329.3336
43500 15527.0783
44000 21788.5780
44500 22154.6296
45000 27742.6811
45500 13953.2835
46000 23432.3908
46500 30943.5201
47000 23412.1966
47500 21376.7613
48000 19793.5270
48500 35060.9812
49000 16112.4861
49500 16364.3194
50000 16912.9907
